ap;cnes;unidade;ine;desligados_60_med;desligados_60_enf;desligados_60_aux;desligados_60_acs;desligados_60_dent;desligados_60_aux_bucal;desligados_60_tec_bucal;tipo_equipe_id;medico ;medico_20 ;enfermeiro ;tec_aux ;acs ;cirurgiao ;aux_bucal ;tec_bucal ;tipo esf 1;tipo esf 2;tipo_esb
33;6571956;SMS CF JOSUETE SANTANNA DE OLIVEIRA - AP 33;1865226;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;6571956;SMS CF JOSUETE SANTANNA DE OLIVEIRA - AP 33;1865250;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
52;6635709;SMS CF JOSE DE PAULA LOPES PONTES - AP 52;1865269;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
52;6635709;SMS CF JOSE DE PAULA LOPES PONTES - AP 52;1869116;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;6648371;SMS CF HANS JURGEN FERNANDO DOHMANN - AP 52;1869124;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;6664040;SMS CF HEITOR DOS PRAZERES - AP 31;1869132;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;6664040;SMS CF HEITOR DOS PRAZERES - AP 31;1869167;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;2;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;6664075;SMS CF FELIPPE CARDOSO - AP 31;1869175;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;6664075;SMS CF FELIPPE CARDOSO - AP 31;1869191;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;6664075;SMS CF FELIPPE CARDOSO - AP 31;1869221;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;6664075;SMS CF FELIPPE CARDOSO - AP 31;1869264;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;0;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Cirurgião Dentista 40h
52;6677711;SMS CF DALMIR DE ABREU SALGADO - AP 52;1869302;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;6677711;SMS CF DALMIR DE ABREU SALGADO - AP 52;1869310;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;6761704;SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA - AP 33;1869329;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
33;6761704;SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA - AP 33;1869345;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
33;6793231;SMS CF EPITACIO SOARES REIS - AP 33;1869353;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
31;6804209;SMS CF ASSIS VALENTE - AP 31;1869388;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;6804209;SMS CF ASSIS VALENTE - AP 31;1869418;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;6869009;SMS CF ANA MARIA CONCEICAO DOS SANTOS CORREIA - AP 33;1869426;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;0;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Cirurgião Dentista 40h
33;6869009;SMS CF ANA MARIA CONCEICAO DOS SANTOS CORREIA - AP 33;1869434;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
31;6932916;SMS CF JOAOSINHO TRINTA - AP 31;1869442;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
31;6932916;SMS CF JOAOSINHO TRINTA - AP 31;1869450;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;0;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Cirurgião Dentista 40h
33;6974708;SMS CF MAESTRO CELESTINO - AP 33;1869485;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;7021771;SMS CF RAIMUNDO ALVES NASCIMENTO - AP 33;1869493;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
52;7036884;SMS CF SONIA MARIA FERREIRA MACHADO - AP 52;1869507;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
52;7036914;SMS CF ANTONIO GONCALVES VILLA SOBRINHO - AP 52;1869515;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;7088574;SMS CF MANOEL FERNANDES DE ARAUJO - AP 33;1869531;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;7088574;SMS CF MANOEL FERNANDES DE ARAUJO - AP 33;1869566;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;0;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Cirurgião Dentista 40h
33;7088574;SMS CF MANOEL FERNANDES DE ARAUJO - AP 33;1869604;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;7108265;SMS CF DANTE ROMANO JUNIOR - AP 33;1869612;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
33;7108265;SMS CF DANTE ROMANO JUNIOR - AP 33;1869639;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
33;7119798;SMS CF CARLOS NERY DA COSTA FILHO - AP 33;1869655;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;7119798;SMS CF CARLOS NERY DA COSTA FILHO - AP 33;1869671;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1869728;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;7723296;SMS CF EVERTON DE SOUZA SANTOS - AP 52;1869744;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1869787;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
31;7856954;SMS CMS NEWTON ALVES CARDOZO - AP 31;1869841;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;7908237;SMS CF LECY RANQUINE- AP 52;1869868;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;7985657;SMS CF EIDIMIR THIAGO DE SOUZA - AP 31;1869884;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;7985657;SMS CF EIDIMIR THIAGO DE SOUZA - AP 31;1870165;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;7998678;SMS CF IVANIR DE MELLO - AP 33;1870173;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;7998678;SMS CF IVANIR DE MELLO - AP 33;1870203;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
31;9016805;SMS CF NILDA CAMPOS DE LIMA - AP 31;1870211;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;0;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Cirurgião Dentista 40h
31;9016805;SMS CF NILDA CAMPOS DE LIMA - AP 31;1870238;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
31;9016805;SMS CF NILDA CAMPOS DE LIMA - AP 31;1871242;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;9057722;SMS CF ADERSON FERNANDES - AP 33;1871250;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
52;9061398;SMS CF MEDALHISTA OLIMPICO BRUNO SCHMIDT - AP 52;1871277;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
52;9061398;SMS CF MEDALHISTA OLIMPICO BRUNO SCHMIDT - AP 52;1871285;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;9061401;SMS CF MEDALHISTA OLIMPICO ARTHUR ZANETTI - AP 52;1871307;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;9072640;SMS CF MESTRE MOLEQUINHO DO IMPERIO - AP 33;1871315;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;9072640;SMS CF MESTRE MOLEQUINHO DO IMPERIO - AP 33;1871323;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
31;9072659;SMS CF WILMA COSTA - AP 31;1871331;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;2;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;9072659;SMS CF WILMA COSTA - AP 31;1871358;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;9075143;SMS CF KLEBEL DE OLIVEIRA ROCHA - AP 31;1871366;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
31;9075143;SMS CF KLEBEL DE OLIVEIRA ROCHA - AP 31;1871374;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;9078983;SMS CF CYPRIANO DAS CHAGAS MEDEIROS - AP 33;1871390;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
31;9107835;SMS CF VALTER FELISBINO DE SOUZA - AP 31;1871404;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;9111344;SMS CF CANDIDO RIBEIRO DA SILVA FILHO - AP 33;1871412;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;9128867;SMS CF AMAURY BOTTANY - AP 33;1871420;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;0;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Cirurgião Dentista 40h
33;9131884;SMS CF DEPUTADO PEDRO FERNANDES FILHO - AP 33;1871439;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;9131884;SMS CF DEPUTADO PEDRO FERNANDES FILHO - AP 33;1871447;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
52;9307265;SMS CF MARIA JOSE PAPERA DE AZEVEDO - AP 52;1871455;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
31;9345515;SMS CF DINIZ BATISTA DOS SANTOS - AP 31;1871463;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;9345515;SMS CF DINIZ BATISTA DOS SANTOS - AP 31;1871471;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
31;9442251;SMS CF JEREMIAS MORAES DA SILVA - AP 31;1871498;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;9715444;SMS CF DRª MYRTES AMORELLI GONZAGA - AP 52;1871501;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;3567559;SMS CF VALDECIR SALUSTIANO CARDOZO - AP 52;1871528;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
52;7036914;SMS CF ANTONIO GONCALVES VILLA SOBRINHO - AP 52;1871544;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
33;5879655;SMS CMS ALICE TOLEDO TIBIRICA - AP 33;1871552;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
33;2269759;SMS CMS FLAVIO DO COUTO VIEIRA - AP 33;1871560;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;0;0;2;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Cirurgião Dentista 40h
31;6524486;SMS CF RODRIGO Y AGUILAR ROIG - AP 31;1871579;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
31;6664075;SMS CF FELIPPE CARDOSO - AP 31;1871587;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
31;6664164;SMS CMS SAO GODOFREDO - AP 31;1871595;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
31;5467136;SMS CMS PARQUE ROYAL - AP 31;1871609;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
32;2269503;SMS CMS EDUARDO A VILHENA - AP 32;1910809;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
32;2269805;SMS CMS MILTON FONTES MAGARAO - AP 32;1910825;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
32;2273225;SMS CMS ARIADNE LOPES DE MENEZES - AP 32;1910841;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
32;2273225;SMS CMS ARIADNE LOPES DE MENEZES - AP 32;1911031;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h e Aux Bucal 40h
32;2280736;SMS CMS RENATO ROCCO - AP 32;1911112;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
32;2280736;SMS CMS RENATO ROCCO - AP 32;1911228;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
32;2280744;SMS CMS CARLOS GENTILLE DE MELLO - AP 32;1911244;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
32;2708167;SMS CMS CESAR PERNETTA - AP 32;1911287;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
32;5598435;SMS CMS TIA ALICE - AP 32;1911333;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
32;6688152;SMS CF IZABEL DOS SANTOS - AP 32;1911368;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;0;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
32;6688152;SMS CF IZABEL DOS SANTOS - AP 32;1911384;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;0;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Vacância Téc Bucal 40h
32;6713564;SMS CF ANNA NERY - AP 32;1911406;1;1;1;0;0;0;0;71-ESB - EQUIPE DE SAUDE BUCAL;0;0;0;0;0;1;1;1;EACS Vacância Enfermeiro(a) 40h e ACS;ESF Incompleta 40h Médico(a) mais de 60 dias;ESB Completa
